unit_price,quantity,tax,total_price,branch_B,city_Los Angeles,city_New York,gender_Male,product_category_Fruits,product_category_Household,product_category_Personal Care,product_category_Stationery,customer_type
-0.9243162578330768,-1.2173769853787937,-1.0096734326478263,-1.010386189988784,False,False,True,True,False,False,True,False,Member
-1.4006688272218188,-0.05591604798591429,-0.8918426710789856,-0.8925524017962153,True,True,False,False,False,False,False,True,Normal
-1.6691584572409282,0.7736989072947138,-0.9943707363401846,-0.9943680029787493,False,False,True,False,True,False,False,False,Member
-0.5259122907079471,-0.8855310032665424,-0.7694211006178524,-0.7694125891565727,False,False,False,True,False,True,False,False,Normal
-1.2707544901157983,-0.5536850211542912,-0.9239783333250331,-0.9246888894850978,True,True,False,False,False,False,False,False,Member
0.06996146881833398,-0.22183903904203991,-0.10375381123544115,-0.10355657788318713,False,False,False,True,False,False,False,True,Normal
-0.02184466273658711,-1.549222967491045,-1.072414487509157,-1.072456664652669,False,False,False,True,False,False,True,False,Normal
1.2807630906464456,-0.22183903904203991,0.5695648263007911,0.5703085268952159,True,True,False,False,False,True,False,False,Normal
0.5740290967896938,1.603313862575342,1.8442794287273394,1.8443550762058616,False,False,False,False,True,False,False,False,Member
1.3136747227133043,1.4373908715192163,2.5619758855557326,2.5618697405866095,True,True,False,True,True,False,False,False,Member
-0.26261923417307864,-0.5536850211542912,-0.48785148855724625,-0.4882934071304612,False,False,False,True,False,False,False,False,Normal
-0.6835416863965854,0.27592993412633693,-0.3011585936040183,-0.30148130112593,True,True,False,True,False,True,False,False,Member
-1.307130504505484,-1.051453994322668,-1.0463999037861662,-1.0462268834237372,False,False,True,False,False,True,False,False,Normal
-0.3509609834051726,-0.8855310032665424,-0.7158616635411067,-0.715351207997705,True,True,False,False,True,False,False,False,Member
1.4972869858231466,-1.2173769853787937,-0.5613044308339262,-0.5611761580261198,True,True,False,False,False,False,False,False,Normal
-0.9156553020260088,-0.38776203009816557,-0.7112708546488143,-0.7115468885828219,True,True,False,True,False,False,False,True,Normal
-1.5080646792294627,-1.3832999764349192,-1.1412766208935443,-1.1415350961334443,True,True,False,False,False,False,True,False,Member
0.4198640834238826,0.7736989072947138,0.942950616207247,0.9434321705602147,True,True,False,True,True,False,False,False,Normal
1.516341088598696,-1.3832999764349192,-0.7678908309870883,-0.767510429449131,False,False,True,True,False,False,False,False,Member
-0.6679519659438627,-0.38776203009816557,-0.5888492841876811,-0.5890077579560553,False,False,False,True,False,False,True,False,Normal
-1.121786050234228,0.11000694307021133,-0.6730141138797102,-0.6734035807651764,True,True,False,False,False,False,True,False,Normal
-0.6991314068493079,-1.549222967491045,-1.1137317675397893,-1.1143041782163852,True,True,False,True,False,False,False,False,Normal
-1.5392441201349076,0.9396218983508394,-0.8535859303098815,-0.8530075026151919,False,False,True,False,False,False,False,False,Member
1.4228027658823614,-1.3832999764349192,-0.7786027184024374,-0.7790235013625934,False,False,False,True,True,False,False,False,Normal
0.08555118927105641,1.2714678804630908,0.9980403229147568,0.9974935517190823,True,True,False,True,False,False,False,False,Member
0.5376530824000079,0.9396218983508394,1.2015661838063907,1.2020257771034646,True,True,False,True,True,False,False,False,Normal
-0.2227788374605656,-1.3832999764349192,-0.9821285792940713,-0.9825545900588486,False,False,True,True,False,True,False,False,Member
